keyphrase	dispersion	cuewords	tfidf	localspan	cscore	keyword
d	c	c	c	c	c	d
m						class
execution of transactions	0.0000000000	0.0	0.0	0.0	3.16992500144	False
transactions database systems	0.0000000000	0.0	0.0	0.0	1.58496250072	False
systems to produce	0.0000000000	0.0	0.0	0.0	1.58496250072	False
produce consistency results	0.0000000000	0.0	0.0	0.0	1.58496250072	False
results in fact	0.0000000000	0.0	0.0	0.0	1.58496250072	False
fact transaction execution	0.0000000000	0.0	0.0	0.0	1.58496250072	False
things in database	0.0000000000	0.0	0.0	0.0	1.58496250072	False
affect the performance	0.0000000000	0.0	0.0	0.0	1.58496250072	False
results or state	0.0000000000	0.0	0.0	0.0	1.58496250072	False
state board results	0.0000000000	0.0	0.0	0.0	1.58496250072	False
board results announced	0.0000000000	0.0	0.0	0.0	1.58496250072	False
announced now lot	0.0000000000	0.0	0.0	0.0	1.58496250072	False
lot of people	0.0000000000	0.0	0.0	0.0	3.16992500144	False
access the results	0.0000000000	0.0	0.0	0.0	1.58496250072	False
net the results	0.0000000000	0.0	0.0	0.0	1.58496250072	False
results is stored	0.0000000000	0.0	0.0	0.0	1.58496250072	False
realize is large	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number of people	0.3964378052	0.0	0.0	7.99976814618	25.3594000115	False
access these results	0.0000000000	0.0	0.0	0.0	1.58496250072	False
result or whats	0.0000000000	0.0	0.0	0.0	1.58496250072	False
system the large	0.0000000000	0.0	0.0	0.0	1.58496250072	False
access these systems	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number of simultaneous	0.0000000000	0.0	0.0	0.0	1.58496250072	False
challenge in terms	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number of transactions	0.5010893246	0.0	0.0	4.99991305482	9.50977500433	False
railway information system	0.0000000000	0.0	0.0	0.0	1.58496250072	False
system you notice	0.0000000000	0.0	0.0	0.0	1.58496250072	False
summer the lot	0.0000000000	0.0	0.0	0.0	1.58496250072	False
book the railway	0.0000000000	0.0	0.0	0.0	3.16992500144	False
railway tickets online	0.0000000000	0.0	0.0	0.0	1.58496250072	False
counters and book	0.0000000000	0.0	0.0	0.0	1.58496250072	False
book the tickets	0.0000000000	0.0	0.0	2.99995652741	4.75488750216	False
couple of days	0.0000000000	0.0	0.0	0.0	1.58496250072	False
peeking at thirty	0.0000000000	0.0	0.0	0.0	1.58496250072	False
thousand per day	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number of peoples	0.0000000000	0.0	0.0	0.0	1.58496250072	False
peoples simultaneously coming	0.0000000000	0.0	0.0	0.0	1.58496250072	False
simultaneously so database	0.0000000000	0.0	0.0	0.0	1.58496250072	False
critical systems database	0.0000000000	0.0	0.0	0.0	1.58496250072	False
systems database systems	0.0000000000	0.0	0.0	0.0	1.58496250072	False
execute without losing	0.0000000000	0.0	0.0	0.0	1.58496250072	False
user is booked	0.0000000000	0.0	0.0	0.0	1.58496250072	False
booked the ticket	0.0000000000	0.0	0.0	0.0	1.58496250072	False
accesing the ticket	0.0000000000	0.0	0.0	0.0	1.58496250072	False
seat is allotted	0.0000000000	0.0	0.0	0.0	1.58496250072	False
people the system	0.0000000000	0.0	0.0	0.0	1.58496250072	False
understand how database	0.0000000000	0.0	0.0	0.0	1.58496250072	False
database actually solve	0.0000000000	0.0	0.0	0.0	1.58496250072	False
solve the problem	0.0000000000	0.0	0.0	2.99995652741	4.75488750216	False
marinating that transaction	0.0000000000	0.0	0.0	0.0	1.58496250072	False
consistency of system	0.0000000000	0.0	0.0	0.0	1.58496250072	False
requirement of database	0.0000000000	0.0	0.0	0.0	1.58496250072	False
employed by database	0.0000000000	0.0	0.0	0.0	1.58496250072	False
systems to ensure	0.0000000000	0.0	0.0	0.0	1.58496250072	False
transactions are executing	0.5016357688	0.0	0.0	5.99986958223	14.2646625065	False
executing they log	0.0000000000	0.0	0.0	0.0	1.58496250072	False
log the data	0.0000000000	0.0	0.0	0.0	3.16992500144	False
discussing few minutes	0.0000000000	0.0	0.0	0.0	1.58496250072	False
railway reservation case	0.0000000000	0.0	0.0	0.0	3.16992500144	False
case the birth	0.0000000000	0.0	0.0	0.0	1.58496250072	False
transaction finishes operating	0.0000000000	0.0	0.0	0.0	1.58496250072	False
coordination is done	0.0000000000	0.0	0.0	0.0	1.58496250072	False
manager to ensure	0.0000000000	0.0	0.0	1.99995652741	4.75488750216	False
